time,lat,lon
2017-11-11T01:15:00Z,12.85536203,74.83116774
2017-11-11T01:16:00Z,12.85518391,74.83116112
2017-11-11T01:17:00Z,12.85336386,74.83086264
2017-11-11T01:18:00Z,12.85141692,74.83063071
2017-11-11T01:19:00Z,12.84951456,74.83056558
2017-11-11T01:20:00Z,12.84776358,74.83047388
2017-11-11T01:21:00Z,12.84604881,74.83048545
2017-11-11T01:22:00Z,12.84450537,74.82986771
2017-11-11T01:23:00Z,12.84472891,74.82760711
2017-11-11T01:24:00Z,12.84504273,74.82539864
2017-11-11T01:25:00Z,12.84493024,74.82325229
2017-11-11T01:26:00Z,12.84423773,74.82124147
2017-11-11T01:27:00Z,12.84338739,74.81916452
2017-11-11T01:28:00Z,12.84268515,74.81716937
2017-11-11T01:29:00Z,12.84197235,74.81514129
2017-11-11T01:30:00Z,12.84118823,74.81355024
2017-11-11T01:31:00Z,12.84040393,74.81146348
2017-11-11T01:32:00Z,12.83987805,74.80940497
2017-11-11T01:33:00Z,12.83945301,74.80736397
2017-11-11T01:34:00Z,12.83906174,74.80550227
2017-11-11T01:35:00Z,12.83888605,74.80344635
2017-11-11T01:36:00Z,12.8388936,74.8014963
2017-11-11T01:37:00Z,12.83921756,74.7997791
2017-11-11T01:38:00Z,12.83951134,74.79810683
2017-11-11T01:39:00Z,12.839725,74.79608771
2017-11-11T01:40:00Z,12.83999582,74.79411973
2017-11-11T01:41:00Z,12.83999003,74.79220605
2017-11-11T01:42:00Z,12.839811,74.790241
2017-11-11T01:43:00Z,12.83973849,74.78808576
2017-11-11T01:44:00Z,12.83958837,74.78622649
2017-11-11T01:45:00Z,12.83936055,74.78420276
2017-11-11T01:46:00Z,12.83905646,74.78211273
2017-11-11T01:47:00Z,12.83871925,74.78020577
2017-11-11T01:48:00Z,12.83832933,74.7782677
2017-11-11T01:49:00Z,12.83712267,74.77660784
2017-11-11T01:50:00Z,12.83646662,74.77481034
2017-11-11T01:51:00Z,12.83628423,74.77277965
2017-11-11T01:52:00Z,12.83539231,74.77111551
2017-11-11T01:53:00Z,12.83558811,74.77026433
2017-11-11T01:54:00Z,12.8360461,74.77075953
2017-11-11T01:55:00Z,12.83707238,74.770337
2017-11-11T01:56:00Z,12.83672227,74.76840522
2017-11-11T01:57:00Z,12.83616554,74.76639717
2017-11-11T01:58:00Z,12.8358161,74.76448735
2017-11-11T01:59:00Z,12.83548644,74.76235433
2017-11-11T02:00:00Z,12.83510934,74.7603161
2017-11-11T02:01:00Z,12.83460022,74.75838323
2017-11-11T02:02:00Z,12.83423242,74.75624073
2017-11-11T02:03:00Z,12.83377184,74.75421198
2017-11-11T02:04:00Z,12.83341192,74.7523496
2017-11-11T02:05:00Z,12.83285653,74.75042394
2017-11-11T02:06:00Z,12.83249259,74.74842008
2017-11-11T02:07:00Z,12.8322092,74.74651454
2017-11-11T02:08:00Z,12.83176672,74.74447556
2017-11-11T02:09:00Z,12.83116967,74.74256482
2017-11-11T02:10:00Z,12.83081386,74.74050237
2017-11-11T02:11:00Z,12.83063474,74.73848015
2017-11-11T02:12:00Z,12.83032344,74.73656656
2017-11-11T02:13:00Z,12.829888,74.73447159
2017-11-11T02:14:00Z,12.82949564,74.73261106
2017-11-11T02:15:00Z,12.83010107,74.73116761
2017-11-11T02:16:00Z,12.8293399,74.73137758
2017-11-11T02:17:00Z,12.82806979,74.73046898
2017-11-11T02:18:00Z,12.82636022,74.72951503
2017-11-11T02:19:00Z,12.82470438,74.72854843
2017-11-11T02:20:00Z,12.82358673,74.72708948
2017-11-11T02:21:00Z,12.82268241,74.72546984
2017-11-11T02:22:00Z,12.82255517,74.72354762
2017-11-11T02:23:00Z,12.82227237,74.7214938
2017-11-11T02:24:00Z,12.82191865,74.71963386
2017-11-11T02:25:00Z,12.82170173,74.71753067
2017-11-11T02:26:00Z,12.82152068,74.71561583
2017-11-11T02:27:00Z,12.82138196,74.71367609
2017-11-11T02:28:00Z,12.82136461,74.71163752
2017-11-11T02:29:00Z,12.82114148,74.70975931
2017-11-11T02:30:00Z,12.82060018,74.70784832
2017-11-11T02:31:00Z,12.81996533,74.70588695
2017-11-11T02:32:00Z,12.81963626,74.70394269
2017-11-11T02:33:00Z,12.81928782,74.7020146
2017-11-11T02:34:00Z,12.81890678,74.69991066
2017-11-11T02:35:00Z,12.81861811,74.69807711
2017-11-11T02:36:00Z,12.81842256,74.69597979
2017-11-11T02:37:00Z,12.81827596,74.69394626
2017-11-11T02:38:00Z,12.81803339,74.69209579
2017-11-11T02:39:00Z,12.81776601,74.69022386
2017-11-11T02:40:00Z,12.8175153,74.68826501
2017-11-11T02:41:00Z,12.81733551,74.6863448
2017-11-11T02:42:00Z,12.81731774,74.68441646
2017-11-11T02:43:00Z,12.81719662,74.68243003
2017-11-11T02:44:00Z,12.81709964,74.68043505
2017-11-11T02:45:00Z,12.8170061,74.6785539
2017-11-11T02:46:00Z,12.8168481,74.67654266
2017-11-11T02:47:00Z,12.81674576,74.67463955
2017-11-11T02:48:00Z,12.81661685,74.67254139
2017-11-11T02:49:00Z,12.8165104,74.67055933
2017-11-11T02:50:00Z,12.81633236,74.66869377
2017-11-11T02:51:00Z,12.81563901,74.66706608
2017-11-11T02:52:00Z,12.81454501,74.66574996
2017-11-11T02:53:00Z,12.81301355,74.66491713
2017-11-11T02:54:00Z,12.81204863,74.66423602
2017-11-11T02:55:00Z,12.81099963,74.66377392
2017-11-11T02:56:00Z,12.80927304,74.6627251
2017-11-11T02:57:00Z,12.80781258,74.66188624
2017-11-11T02:58:00Z,12.80713415,74.66123546
2017-11-11T02:59:00Z,12.80790193,74.66120604
2017-11-11T03:00:00Z,12.80780495,74.66033986
2017-11-11T03:01:00Z,12.80713817,74.65995471
2017-11-11T03:02:00Z,12.80660877,74.65953461
2017-11-11T03:03:00Z,12.80518712,74.65905148
2017-11-11T03:04:00Z,12.80410878,74.65858988
2017-11-11T03:05:00Z,12.8035052,74.65858804
2017-11-11T03:06:00Z,12.80258537,74.65834145
2017-11-11T03:07:00Z,12.80131711,74.65774574
2017-11-11T03:08:00Z,12.80062309,74.65710126
2017-11-11T03:09:00Z,12.79958557,74.65581078
2017-11-11T03:10:00Z,12.79917059,74.65398705
2017-11-11T03:11:00Z,12.79842108,74.65232148
2017-11-11T03:12:00Z,12.7981324,74.65042088
2017-11-11T03:13:00Z,12.79788933,74.64850134
2017-11-11T03:14:00Z,12.79765095,74.64664098
2017-11-11T03:15:00Z,12.79752949,74.64466235
2017-11-11T03:16:00Z,12.7973523,74.64273023
2017-11-11T03:17:00Z,12.79696824,74.64086375
2017-11-11T03:18:00Z,12.79667521,74.63884229
2017-11-11T03:19:00Z,12.79673413,74.63700129
2017-11-11T03:20:00Z,12.79635787,74.63508032
2017-11-11T03:21:00Z,12.7960267,74.6332011
2017-11-11T03:22:00Z,12.79581481,74.63121291
2017-11-11T03:23:00Z,12.79564776,74.62924861
2017-11-11T03:24:00Z,12.79554583,74.62719999
2017-11-11T03:25:00Z,12.79533117,74.62517484
2017-11-11T03:26:00Z,12.79525791,74.62333912
2017-11-11T03:27:00Z,12.79518256,74.62137524
2017-11-11T03:28:00Z,12.79482884,74.61929946
2017-11-11T03:29:00Z,12.79448259,74.61747799
2017-11-11T03:30:00Z,12.79432727,74.61555728
2017-11-11T03:31:00Z,12.79421202,74.61347513
2017-11-11T03:32:00Z,12.79413097,74.61170051
2017-11-11T03:33:00Z,12.79373886,74.60972599
2017-11-11T03:34:00Z,12.79331608,74.60790519
2017-11-11T03:35:00Z,12.79298633,74.6059056
2017-11-11T03:36:00Z,12.79292347,74.60393728
2017-11-11T03:37:00Z,12.79274586,74.60206761
2017-11-11T03:38:00Z,12.79256254,74.60014648
2017-11-11T03:39:00Z,12.79203272,74.59908784
2017-11-11T03:40:00Z,12.79148673,74.59923042
2017-11-11T03:41:00Z,12.79131456,74.59820364
2017-11-11T03:42:00Z,12.79107509,74.59635258
2017-11-11T03:43:00Z,12.79064845,74.59446849
2017-11-11T03:44:00Z,12.78901323,74.59408829
2017-11-11T03:45:00Z,12.7873065,74.59387824
2017-11-11T03:46:00Z,12.7856743,74.59350022
2017-11-11T03:47:00Z,12.78404703,74.59288725
2017-11-11T03:48:00Z,12.78267777,74.59248961
2017-11-11T03:49:00Z,12.78141612,74.59160037
2017-11-11T03:50:00Z,12.78044164,74.59048851
2017-11-11T03:51:00Z,12.77993278,74.58904599
2017-11-11T03:52:00Z,12.77915678,74.58755066
2017-11-11T03:53:00Z,12.77816587,74.58646352
2017-11-11T03:54:00Z,12.77730849,74.58733415
2017-11-11T03:55:00Z,12.7765236,74.58636319
2017-11-11T03:56:00Z,12.7776068,74.58506618
2017-11-11T03:57:00Z,12.77847407,74.58482327
2017-11-11T03:58:00Z,12.77781266,74.5848397
2017-11-11T03:59:00Z,12.77716868,74.58328083
2017-11-11T04:00:00Z,12.77552105,74.58251338
2017-11-11T04:01:00Z,12.77371332,74.58246393
2017-11-11T04:02:00Z,12.7720278,74.58231155
2017-11-11T04:03:00Z,12.77023785,74.58222496
2017-11-11T04:04:00Z,12.76839249,74.5821471
2017-11-11T04:05:00Z,12.76684796,74.5827169
2017-11-11T04:06:00Z,12.76521684,74.58301328
2017-11-11T04:07:00Z,12.76342269,74.58282754
2017-11-11T04:08:00Z,12.76155545,74.58257558
2017-11-11T04:09:00Z,12.76000086,74.58263811
2017-11-11T04:10:00Z,12.75826824,74.58304714
2017-11-11T04:11:00Z,12.75657417,74.58337186
2017-11-11T04:12:00Z,12.75477625,74.58331084
2017-11-11T04:13:00Z,12.7530438,74.58331159
2017-11-11T04:14:00Z,12.75150404,74.5833758
2017-11-11T04:15:00Z,12.74987678,74.58383404
2017-11-11T04:16:00Z,12.74836091,74.58454876
2017-11-11T04:17:00Z,12.74697924,74.58558787
2017-11-11T04:18:00Z,12.74553671,74.58647635
2017-11-11T04:19:00Z,12.74437775,74.58767345
2017-11-11T04:20:00Z,12.74302483,74.5888496
2017-11-11T04:21:00Z,12.74172781,74.58983674
2017-11-11T04:22:00Z,12.74029618,74.59058424
2017-11-11T04:23:00Z,12.73897938,74.59159861
2017-11-11T04:24:00Z,12.73764331,74.59265616
2017-11-11T04:25:00Z,12.73596173,74.59324901
2017-11-11T04:26:00Z,12.73437361,74.59371169
2017-11-11T04:27:00Z,12.73281097,74.5944379
2017-11-11T04:28:00Z,12.73140072,74.59499194
2017-11-11T04:29:00Z,12.72984504,74.59561732
2017-11-11T04:30:00Z,12.72847594,74.59617522
2017-11-11T04:31:00Z,12.72847619,74.59675726
2017-11-11T04:32:00Z,12.72913073,74.59726361
2017-11-11T04:33:00Z,12.73105823,74.59720309
2017-11-11T04:34:00Z,12.73286445,74.59694887
2017-11-11T04:35:00Z,12.73465969,74.59684074
2017-11-11T04:36:00Z,12.73579275,74.59695825
2017-11-11T04:37:00Z,12.73650329,74.59686186
2017-11-11T04:38:00Z,12.73710595,74.59691735
2017-11-11T04:39:00Z,12.73856071,74.5974662
2017-11-11T04:40:00Z,12.73876724,74.59817782
2017-11-11T04:41:00Z,12.73992168,74.59753694
2017-11-11T04:42:00Z,12.74179352,74.59672272
2017-11-11T04:43:00Z,12.74327293,74.59578512
2017-11-11T04:44:00Z,12.74485057,74.59458676
2017-11-11T04:45:00Z,12.74508862,74.59385963
2017-11-11T04:46:00Z,12.74604474,74.59322261
2017-11-11T04:47:00Z,12.74776647,74.59200388
2017-11-11T04:48:00Z,12.74913574,74.59087609
2017-11-11T04:49:00Z,12.75043233,74.58986079
2017-11-11T04:50:00Z,12.75233285,74.58913618
2017-11-11T04:51:00Z,12.75330372,74.58873108
2017-11-11T04:52:00Z,12.75449764,74.58823521
2017-11-11T04:53:00Z,12.75634375,74.5873111
2017-11-11T04:54:00Z,12.75776113,74.58609757
2017-11-11T04:55:00Z,12.75944464,74.58517724
2017-11-11T04:56:00Z,12.76115153,74.58424911
2017-11-11T04:57:00Z,12.76287292,74.58341016
2017-11-11T04:58:00Z,12.76461141,74.58258254
2017-11-11T04:59:00Z,12.76634462,74.58150571
2017-11-11T05:00:00Z,12.76771246,74.58032688
2017-11-11T05:01:00Z,12.76922414,74.57892744
2017-11-11T05:02:00Z,12.77070698,74.57781214
2017-11-11T05:03:00Z,12.77238043,74.57680036
2017-11-11T05:04:00Z,12.7740895,74.57574408
2017-11-11T05:05:00Z,12.77565901,74.57475417
2017-11-11T05:06:00Z,12.77756497,74.57413517
2017-11-11T05:07:00Z,12.77939214,74.57365782
2017-11-11T05:08:00Z,12.78138871,74.57346998
2017-11-11T05:09:00Z,12.78332116,74.57343226
2017-11-11T05:10:00Z,12.78504272,74.57281913
2017-11-11T05:11:00Z,12.78678247,74.57215645
2017-11-11T05:12:00Z,12.7885513,74.57152555
2017-11-11T05:13:00Z,12.790384,74.57071275
2017-11-11T05:14:00Z,12.79202862,74.57011051
2017-11-11T05:15:00Z,12.79393491,74.56971673
2017-11-11T05:16:00Z,12.79597599,74.56944365
2017-11-11T05:17:00Z,12.79775614,74.56942144
2017-11-11T05:18:00Z,12.79959127,74.56973962
2017-11-11T05:19:00Z,12.80117721,74.56928548
2017-11-11T05:20:00Z,12.80267439,74.56781035
2017-11-11T05:21:00Z,12.804261,74.56803231
2017-11-11T05:22:00Z,12.80577536,74.56905163
2017-11-11T05:23:00Z,12.80721604,74.56794874
2017-11-11T05:24:00Z,12.8088547,74.56700762
2017-11-11T05:25:00Z,12.81076594,74.56705858
2017-11-11T05:26:00Z,12.81262564,74.56730459
2017-11-11T05:27:00Z,12.81404779,74.56603708
2017-11-11T05:28:00Z,12.81581713,74.56560348
2017-11-11T05:29:00Z,12.81747532,74.56639029
2017-11-11T05:30:00Z,12.81916612,74.56685239
2017-11-11T05:31:00Z,12.82076689,74.56647495
2017-11-11T05:32:00Z,12.8227322,74.56634075
2017-11-11T05:33:00Z,12.82471905,74.56661006
2017-11-11T05:34:00Z,12.82628043,74.56662063
2017-11-11T05:35:00Z,12.82799218,74.56707476
2017-11-11T05:36:00Z,12.82851353,74.56746778
2017-11-11T05:37:00Z,12.82909348,74.56695003
2017-11-11T05:38:00Z,12.82993896,74.56568621
2017-11-11T05:39:00Z,12.83114822,74.56398326
2017-11-11T05:40:00Z,12.83230433,74.56279077
2017-11-11T05:41:00Z,12.83392179,74.56181293
2017-11-11T05:42:00Z,12.83567612,74.56176499
2017-11-11T05:43:00Z,12.83696316,74.56118362
2017-11-11T05:44:00Z,12.83862504,74.56081415
2017-11-11T05:45:00Z,12.84036169,74.55971813
2017-11-11T05:46:00Z,12.84197277,74.55873845
2017-11-11T05:47:00Z,12.84355762,74.55785533
2017-11-11T05:48:00Z,12.84539049,74.55709476
2017-11-11T05:49:00Z,12.84692271,74.55608139
2017-11-11T05:50:00Z,12.84837135,74.55479988
2017-11-11T05:51:00Z,12.84975797,74.55335434
2017-11-11T05:52:00Z,12.85103504,74.5520388
2017-11-11T05:53:00Z,12.85209417,74.55028648
2017-11-11T05:54:00Z,12.85340862,74.5489302
2017-11-11T05:55:00Z,12.85530637,74.54847582
2017-11-11T05:56:00Z,12.85698912,74.54912717
2017-11-11T05:57:00Z,12.85821665,74.54999353
2017-11-11T05:58:00Z,12.85902257,74.54990686
2017-11-11T05:59:00Z,12.86010912,74.54949916
2017-11-11T06:00:00Z,12.86093012,74.54883641
2017-11-11T06:01:00Z,12.86190653,74.5476098
2017-11-11T06:02:00Z,12.86209353,74.54667471
